🐦️｜满天星悦来开心/星星影视,#genre#
春风何时来（歌曲）,https://vdse.bdstatic.com//fe57cd739a668f046561f8f080ebe63e.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-05T16%3A02%3A20Z%2F-1%2Fhost%2F00d5fdd7f1d735453442eacec7b4e526341e14cdd618f055a792682b34822ebf
春风何时来（伴奏）,https://vdse.bdstatic.com//2f9218269b7270b1972787014ba08cfd.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-05T15%3A05%3A39Z%2F-1%2Fhost%2Fa684f8c19fb2519b42c1ddcc67f92effdf9449ddefd611789cdb508f36d1558e
我的好兄弟（歌曲）,https://vd3.bdstatic.com/mda-ka7dxmtidw4hvsr4/sc/mda-ka7dxmtidw4hvsr4.mp4?pd=19&vt=1
我的好兄弟（歌曲）,https://vdse.bdstatic.com//ac7931328cbb0aae83cd6b35ecf980f2.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-05T15%3A18%3A06Z%2F-1%2Fhost%2F84a877ee4612753e74bf423b362fa2ec91c03d248ecafa3bb720bfea68f5c656
我的好兄弟（伴奏）,https://vdse.bdstatic.com//d5331f40713d7ca66da5bc9a73f9e8d9.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-05T12%3A26%3A15Z%2F-1%2Fhost%2F36924664746367e666a7f9ca660ae127c0c010769feaffa2e15072f9922d243d
麒麟（歌曲）,https://vdse.bdstatic.com//090a11f88eb3c57c7d5482b56c3cdacb.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2023-11-04T11%3A24%3A41Z%2F-1%2Fhost%2Fd13ca0af13c4735fb89ea9403e27deb5928b940e9651ff23449ca9bf86d694ce
麒麟（伴奏）,https://vdse.bdstatic.com//34cb4ec88db988b14aea75143723fccf.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-04T11%3A28%3A22Z%2F-1%2Fhost%2F69d63edc1ea8ebb324024ed585b54203f5795d8e4c387bbd7ccc154503cf55fe
兄弟想你了（歌曲）,https://vd3.bdstatic.com/mda-kjtge9m0cnw0er1k/hd/mda-kjtge9m0cnw0er1k.mp4?pd=19&vt=1
兄弟想你了（慢版歌曲）,https://vd3.bdstatic.com/mda-pf65benfmr7vtykb/576p/h264/1686109593031123212/mda-pf65benfmr7vtykb.mp4?pd=19&vt=1
兄弟想你了（越南语版歌曲）,https://vd3.bdstatic.com/mda-ki3nqi1azfve7txr/hd/mda-ki3nqi1azfve7txr.mp4?pd=19&vt=1
兄弟想你了（伴奏有和声）,https://vdse.bdstatic.com//d390dc8d19fc8a3fb68f5dabf0df7b88.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-05T05%3A48%3A58Z%2F-1%2Fhost%2F8daf2d76e1eb6fc999b3fd2a892e1e3b8987317b1a18a0267e4f8b10794f9481
少年霜–花粉症（歌曲）,https://vd4.bdstatic.com/mda-qch7nqgqt3jdb0dh/sc/cae_h264/1710740077421612477/mda-qch7nqgqt3jdb0dh.mp4?v_from_s=bdapp-resbox-hnb
少年霜–花粉症（伴奏）,https://vd2.bdstatic.com/mda-qch7tj216zkpvpsb/720p/h264/1710740215869848956/mda-qch7tj216zkpvpsb.mp4?v_from_s=bdapp-resbox-hnb
上春山（歌曲）,http://154.3.2.66:8889/down/sZvJSXmzeAea.mp4
上春山（伴奏）,https://vdse.bdstatic.com//6d24e9f9e19909f58ef508b29b788826.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-05T13%3A48%3A21Z%2F-1%2Fhost%2F8971913edd07ee5904f5f7daaa04d5f26ae4f15332aa92f176aa53945d3db82d
天涯（歌曲）,https://vdse.bdstatic.com//ffaa369e557d4bc9f79e5e767cf5208b.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-18T02%3A44%3A59Z%2F-1%2Fhost%2Ffd4c765bdcf78460ae30c3483794e79692b8deaf7234b55bcc5e2ecc7ee27161
天涯（伴奏）,https://vdse.bdstatic.com//73fe3bfeb4e8ab0aac838bc9efc40f37.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-06T02%3A47%3A38Z%2F-1%2Fhost%2F02b18af3daaa0c52f2a15ac57a13fec40f4a40296f02176d6d358edfdc7faee4
黄昏（歌曲）,https://vdse.bdstatic.com//4687b00f9ca085805dec4878eb4a10f2.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-02T10%3A45%3A53Z%2F-1%2Fhost%2Fd4d98a890b4f62bac01c682fdee46d45810bc467807f02284da3a9f4abbd39e8
黄昏（伴奏）,https://vdse.bdstatic.com//51e2a8a4efaad2946112d8abc630cdc9.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-06T10%3A00%3A17Z%2F-1%2Fhost%2F34c59dfc9c8450ff568089ffbd9d014c7d064a8fda15ebc03d5c9c5656e5a175
晴天（歌曲）,https://vdse.bdstatic.com//062910a612299a0aae206c649bd52bee.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-06T04%3A11%3A54Z%2F-1%2Fhost%2Fa38e0aba8e2c66d5a7dd2761df9286923728d2376f107bc4e56cd3e8c36c272b
晴天（伴奏）,https://vdse.bdstatic.com//2455742dd30aac43d38b85328104ab3d.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-06T07%3A00%3A21Z%2F-1%2Fhost%2Faa9f94369723a4a8e13eb02ff72e5c64665a919b85f406b89533becde6550b44
风中有朵雨做的云（歌曲）,https://vd3.bdstatic.com/mda-mm33162pdjxk5tnt/sc/cae_h264_nowatermark/1638585450589404699/mda-mm33162pdjxk5tnt.mp4?pd=19&vt=1
风中有朵雨做的云（伴奏）,https://vdse.bdstatic.com//19e801af3fff283eae74b522e174d836.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-06T05%3A09%3A11Z%2F-1%2Fhost%2F39e5bd9087af7a3135f6570d1d6bd993844f98f37f031b045b7d33ba02c9ede5
折枝花满衣（歌曲）,https://vd4.bdstatic.com/mda-qcrwrzvg4hf3em8z/720p/h264/1711489774384515505/mda-qcrwrzvg4hf3em8z.mp4?v_from_s=bdapp-landingpage-hna
折枝花满衣（伴奏）,https://vd2.bdstatic.com/mda-qcrwws7g0tx5ugzh/sc/cae_h264/1711490362385004575/mda-qcrwws7g0tx5ugzh.mp4?v_from_s=bdapp-landingpage-api-hna
燕无歇（歌曲）,https://vdse.bdstatic.com//10a648a0e2bd29dca2f34366a347b15c.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-22T04%3A17%3A09Z%2F-1%2Fhost%2F4409587510bc1820144d1d5e154937a4d9dc662ad2074d8338c91dcbdcbe8fcc
燕无歇（伴奏）,https://vdse.bdstatic.com//bd3ff3bfc387027cf13627dc1ddc6e63.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-20T21%3A13%3A57Z%2F-1%2Fhost%2F7bcf93be2dd4d64106e5f4fea37ad11c74b9f108972da25ca478e8e03015028c
童话镇（歌曲）,https://vd4.bdstatic.com/mda-qcnrzkxwrfbjnzkn/720p/h264/1711218255789082395/mda-qcnrzkxwrfbjnzkn.mp4?v_from_s=bdapp-resbox-hnb
童话镇（伴奏）,https://vd4.bdstatic.com/mda-qcns2gp34eryv1c3/720p/h264/1711218314968965106/mda-qcns2gp34eryv1c3.mp4?v_from_s=bdapp-resbox-hnb
失落沙洲（歌曲）,https://vdse.bdstatic.com//58ec408968d7caede5ff7f5cc610ffcb.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-22T08%3A10%3A03Z%2F-1%2Fhost%2Ffeae0ad8cc3f8a1629aee52e6d331889193dfe002fab7cfe218dd4f73061372f
失落沙洲（伴奏）,https://vdse.bdstatic.com//2929fc64ffd558b1d6a7151373181d13.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-23T04%3A17%3A49Z%2F-1%2Fhost%2F8c0163da19a3081814e646a32ebe35863b26928e1ef062ac56cef4b3b1015e19
远走高飞（歌曲）,https://vdse.bdstatic.com//33a4397a65ddf3b43dd614a9ca7cfbe9.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-22T17%3A55%3A36Z%2F-1%2Fhost%2F61abcb6cb6f14cf1730e48ac4a428fea5504cc060da67f4805599985266ec9ce
远走高飞（伴奏）,https://vdse.bdstatic.com//a562e6477cfe9552fd2ba4dab866e43a.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-22T16%3A05%3A08Z%2F-1%2Fhost%2Fe7dc06f861a36972759ae0639ea69423a2737f576bed853306bff4c1dd4d802b
声声慢吴语（歌曲）,https://vdse.bdstatic.com//32ea159e8a65cfa0be2e3acba104cff2.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-23T13%3A57%3A44Z%2F-1%2Fhost%2Fb8c18819457a286f2012602db84061335c32ba49cb5b804c3acbe385308e9952
声声慢（歌曲）,https://vd3.bdstatic.com/mda-qbp9ynjs726if0hy/sc/cae_h264/1708819250428220756/mda-qbp9ynjs726if0hy.mp4?pd=19&vt=1
声声慢（伴奏）,https://vd3.bdstatic.com/mda-qcccdtx9iwjrrra2/720p/h264/1710319574762417238/mda-qcccdtx9iwjrrra2.mp4?pd=19&vt=1
你的轮廓（歌曲）,https://vd3.bdstatic.com/mda-mh0jpn0r5th7xgu5/hd/cae_h264/1627947043599325431/mda-mh0jpn0r5th7xgu5.mp4?pd=19&vt=1
你的轮廓（伴奏）,https://vdse.bdstatic.com//8ce5dbafb1d41389c530e8cedd43e23e.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-19T09%3A14%3A36Z%2F-1%2Fhost%2Fbafded59c7c1ec0f8cdbf9db44abee81176e90bc94748bd7d50d071b794ae99f
有没有人告诉你（歌曲）,https://vd3.bdstatic.com/mda-pc6d27njvcjujufg/576p/h264/1678180568680101637/mda-pc6d27njvcjujufg.mp4?pd=19&vt=1
有没有人告诉你（伴奏）,https://vdse.bdstatic.com//2db07e4e22a36f7a17d857ca208e1418.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-23T13%3A20%3A31Z%2F-1%2Fhost%2F40d557987bed99742eedf39e5fe77c450c1d5c3403d49ca8e47a739d4f69a38c
玲珑心（歌曲）,https://vd4.bdstatic.com/mda-qcpyk8umgfub3fpv/720p/h264/1711321439575626899/mda-qcpyk8umgfub3fpv.mp4?v_from_s=bdapp-resbox-hna
玲珑心（伴奏）,https://vd2.bdstatic.com/mda-qcpyp2r4y4cn0ffh/720p/h264/1711321486669018331/mda-qcpyp2r4y4cn0ffh.mp4?v_from_s=bdapp-resbox-hnb
纠结（歌曲）,https://vd3.bdstatic.com/mda-qcq88dyh898msk28/sc/cae_h264/1711345932648482627/mda-qcq88dyh898msk28.mp4?v_from_s=bdapp-resbox-hnb
纠结（伴奏）,https://vd4.bdstatic.com/mda-qcq89hzb9cbcp6vb/sc/cae_h264/1711346041021730277/mda-qcq89hzb9cbcp6vb.mp4?v_from_s=bdapp-resbox-hnb
缘（歌曲）,https://vd3.bdstatic.com/mda-qcq7yq7h0003nbig/720p/h264/1711345056681521667/mda-qcq7yq7h0003nbig.mp4?v_from_s=bdapp-resbox-hnb
缘（伴奏）,https://vd4.bdstatic.com/mda-qcq809fdx2jipajv/720p/h264/1711345185789454233/mda-qcq809fdx2jipajv.mp4?v_from_s=bdapp-resbox-hnb
沈园外（歌曲）,https://vd4.bdstatic.com/mda-qcsnzzh95ieru1dx/720p/h264/1711556273690050547/mda-qcsnzzh95ieru1dx.mp4?v_from_s=bdapp-bdappcore-feed-hna
沈园外（伴奏）,https://vd3.bdstatic.com/mda-qcsp2z07194re4zh/sc/cae_h264/1711560053912916053/mda-qcsp2z07194re4zh.mp4?v_from_s=bdapp-resbox-hnb
空空如也（歌曲）,https://vdse.bdstatic.com//8a97fd9914c80aebd18334c22bb6f7a8.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-28T06%3A53%3A18Z%2F-1%2Fhost%2Fbe27929d9d8d5b164467ae178f1882c9fe22a7b33dd8348a9c2ba558f918940e
空空如也（伴奏）,https://vd3.bdstatic.com/mda-kmauyqew2padr19x/v1-cae/hd/mda-kmauyqew2padr19x.mp4?pd=19&vt=1

🍔其他频道,#genre#
罗振宇2024“时间的朋友”跨年演讲,http://154.3.2.66:8889/down/CdG18BewqdXT.mp4
【软核】初中牲制造并发射了一枚固体探空火箭,https://vdse.bdstatic.com//1e3e8a1f9741ed7c6bc7ecc93f372ab7.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-03-08T07%3A52%3A06Z%2F-1%2Fhost%2Fb6de027fdcff81b08d2cd0c99c79883bf14cc8fc804f1b423401c6081d4ebfb8
